0.000 | 192.0
0.023 | 154.7
0.046 | 165.1
0.070 | 177.7
0.093 | 196.9
0.116 | 203.3
0.139 | 537.1
0.163 | 539.8
0.186 | 214.7
0.209 | 211.3
0.232 | 544.9
0.255 | 545.7
0.279 | 548.7
0.302 | 545.4
0.325 | 550.2
0.348 | 330.1
0.372 | 328.0
0.395 | 439.7
0.418 | 327.0
0.441 | 442.3
0.464 | 443.3
0.488 | 663.2
0.511 | 671.2
0.534 | 681.6
0.557 | 438.9
0.580 | 439.3
0.604 | 437.6
0.627 | 440.1
0.650 | 438.6
0.673 | 439.8
0.697 | 438.6
0.720 | 450.8
0.743 | 450.3
0.766 | 739.3
0.789 | 742.3
0.813 | 742.3
0.836 | 742.0
0.859 | 742.7
0.882 | 749.9
0.906 | 749.3
0.929 | 745.4
0.952 | 686.9
0.975 | 679.9
0.998 | 532.3
1.022 | 532.0
1.045 | 536.1
1.068 | 540.6
1.091 | 657.6
1.115 | 567.1
1.138 | 656.3
1.161 | 663.6
1.184 | 660.7
1.207 | 657.2
1.231 | 971.1
1.254 | 687.7
1.277 | 982.6
1.300 | 529.2
1.324 | 534.2
1.347 | 664.6
1.370 | 665.9
1.393 | 653.2
1.416 | 659.0
1.440 | 653.0
1.463 | 656.9
1.486 | 668.8
1.509 | 676.8
1.533 | 684.9
1.556 | 695.8
1.579 | 695.5
1.602 | 694.9
1.625 | 702.3
1.649 | 700.4
1.672 | 691.5
1.695 | 989.2
1.718 | 991.0
1.741 | 983.8
1.765 | 983.8
1.788 | 989.1
1.811 | 983.6
1.834 | 984.9
1.858 | 987.9
1.881 | 983.5
1.904 | 985.3
1.927 | 988.6
1.950 | 986.3
1.974 | 988.4
1.997 | 782.8
2.020 | 786.0
2.043 | 1560.4
2.067 | 784.6
2.090 | 1584.7
2.113 | 1591.3
2.136 | 1173.7
2.159 | 1605.8
2.183 | 1603.5
2.206 | 1171.9
2.229 | 1175.1
2.252 | 1171.1
2.276 | 1562.5
2.299 | 1570.8
2.322 | 1569.5
2.345 | 1561.6
2.368 | 1044.6
2.392 | 525.2
2.415 | 1041.8
2.438 | 518.7
2.461 | 1046.3
2.485 | 1046.2
2.508 | 656.9
2.531 | 741.8
2.554 | 740.9
2.577 | 522.7
2.601 | 1045.8
2.624 | 656.1
2.647 | 867.5
2.670 | 782.0
2.694 | 1045.3
2.717 | 1040.4
2.740 | 1038.6
2.763 | 1046.8
2.786 | 1173.5
2.810 | 1038.9
2.833 | 1033.9
2.856 | 654.4
2.879 | 652.5
2.902 | 1033.2
2.926 | 1033.6
2.949 | 1037.4
2.972 | 1048.8
2.995 | 1053.3
3.019 | 516.1
3.042 | 518.0
3.065 | 563.3
3.088 | 560.4
3.111 | 1042.6
3.135 | 554.0
3.158 | 556.6
3.181 | 1041.0
3.204 | 1042.5
3.228 | 1042.8
3.251 | 1045.8
3.274 | 1044.3
3.297 | 1042.7
3.320 | 1045.3
3.344 | 1039.1
3.367 | 1038.7
3.390 | 989.3
3.413 | 990.6
3.437 | 988.6
3.460 | 989.6
3.483 | 780.4
3.506 | 1044.2
3.529 | 1043.1
3.553 | 1046.2
3.576 | 1039.7
3.599 | 780.1
3.622 | 683.3
3.646 | 1572.1
3.669 | 656.1
3.692 | 1175.7
3.715 | 518.6
3.738 | 517.8
3.762 | 1172.2
3.785 | 1174.8
3.808 | 1175.9
3.831 | 1167.8
3.855 | 1172.2
3.878 | 980.4
3.901 | 979.6
3.924 | 981.8
3.947 | 989.5
3.971 | 993.2
3.994 | 990.1
4.017 | 1444.3
4.040 | 1444.1
4.063 | 1445.6
4.087 | 1172.0
4.110 | 1173.4
4.133 | 1178.1
4.156 | 1181.8
4.180 | 1175.5
4.203 | 1171.0
4.226 | 1165.4
4.249 | 1164.9
4.272 | 1167.7
4.296 | 1171.9
4.319 | 522.1
4.342 | 527.1
4.365 | 526.1
4.389 | 1571.1
4.412 | 1564.7
4.435 | 1559.5
4.458 | 1552.1
4.481 | 1553.0
4.505 | 1559.0
4.528 | 1562.3
4.551 | 1565.6
4.574 | 980.2
4.598 | 1047.6
4.621 | 1176.0
4.644 | 1191.6
4.667 | 1195.5
4.690 | 981.7
4.714 | 982.7
4.737 | 1054.0
4.760 | 1052.2
4.783 | 664.4
4.807 | 658.8
4.830 | 657.1
4.853 | 665.7
4.876 | 596.0
4.899 | 655.9
4.923 | 654.1
4.946 | 784.4
4.969 | 784.4
4.992 | 1046.7
5.016 | 967.3
